gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
uspB,336,0.13,0.0,2.978461,1.7258,109,True,64.6
ydgC,336,0.13,0.0,1.109350,1.0533,239,True,90.6
ygaH,336,0.13,0.032,2.699794,1.6431,137,True,74.5
yjdM,336,0.13,1.022,1.408174,1.1867,166,True,69.3
cusF,333,0.13,0.0,0.412798,0.6425,96,True,29.6
csgC,333,0.13,0.0,6.364868,2.5229,116,True,114.7
emrE,333,0.13,0.162,1.098854,1.0483,144,True,112.6
flxA,333,0.13,0.0,1.040493,1.0200,277,True,103.0
hdeA,333,0.13,0.0,1.480856,1.2169,145,True,51.6
rplV,333,0.13,0.188,1.850044,1.3602,188,True,98.7
secG,333,0.13,0.054000000000000006,0.863438,0.9292,231,True,129.5
yajC,333,0.13,0.4,2.184555,1.4780,148,True,90.6
ygiZ,333,0.13,0.0,0.466294,0.6829,43,True,13.4
yegP,333,0.13,0.0,0.836412,0.9146,156,True,47.6
ygjH,333,0.13,0.0,0.690531,0.8310,147,True,49.4
bsmA,330,0.13,0.0,1.055686,1.0275,154,True,54.7
yidQ,333,0.13,0.142,0.969300,0.9845,208,True,154.0
mdtI,330,0.13,0.0,0.939617,0.9693,95,True,28.8
cyoD,330,0.13,0.148,0.955966,0.9777,215,True,126.4
mliC,330,0.13,0.0,0.876935,0.9364,195,True,69.5
trxA,330,0.13,0.532,2.963017,1.7213,117,True,65.2
tusE,330,0.13,0.0,0.780220,0.8833,168,True,57.3
ybaB,330,0.13,0.6559999999999999,1.163020,1.0784,117,True,62.4
yciU,330,0.13,0.3,1.180134,1.0863,155,True,86.2
yeeX,330,0.13,0.6900000000000001,0.672860,0.8203,186,True,107.2
ygaM,330,0.13,0.0,0.684824,0.8275,223,True,72.5
yjgZ,330,0.13,0.0,0.468199,0.6843,127,True,38.5
yjdP,330,0.13,0.0,1.290934,1.1362,241,True,98.4
yjhV,330,0.13,0.0,0.723774,0.8507,137,True,45.2
ykgJ,330,0.13,0.0,1.829816,1.3527,133,True,43.1
ypjF,330,0.13,0.0,0.509925,0.7141,92,True,29.6
ymgD,330,0.13,0.49800000000000005,1.428914,1.1954,145,True,81.0
zapA,330,0.13,0.124,1.058523,1.0288,123,True,88.4
yqcC,330,0.13,0.33999999999999997,1.078570,1.0385,295,True,115.0
chiQ,327,0.13,0.0,0.644902,0.8031,115,True,37.9
fryB,327,0.13,0.0,0.557784,0.7468,155,True,45.3
glpE,327,0.13,0.16799999999999998,1.015238,1.0076,161,True,80.1
hdeB,327,0.13,0.0,0.832149,0.9122,192,True,71.0
nirD,327,0.13,0.0,0.535525,0.7318,89,True,26.3
ybfB,327,0.13,0.0,0.543287,0.7371,65,True,19.3
trpR,327,0.13,0.242,1.611573,1.2695,209,True,107.0
yciH,327,0.13,0.20600000000000002,3.520757,1.8764,191,True,111.5
ydbL,327,0.13,0.0,1.401443,1.1838,109,True,36.1
yggL,327,0.13,0.294,1.437082,1.1988,95,True,69.9
ynfA,327,0.13,0.0,1.249400,1.1178,149,True,78.7
iraM,324,0.13,0.0,0.438153,0.6619,90,True,26.5
ypeC,327,0.13,0.0,1.048177,1.0238,232,True,103.1
iscA,324,0.13,0.124,1.202765,1.0967,132,True,69.9
ppdC,324,0.13,0.0,1.207017,1.0986,110,True,55.0
soxS,324,0.13,0.622,1.266996,1.1256,116,True,58.7
ybjQ,324,0.13,0.354,1.027513,1.0137,134,True,64.2
yecR,324,0.13,0.0,2.023683,1.4226,193,True,83.4
yfiM,324,0.13,0.0,0.963912,0.9818,167,True,60.8
yiaW,324,0.13,0.0,0.499670,0.7069,56,True,16.2
chbB,321,0.13,0.0,0.951843,0.9756,119,True,37.4
ygbE,324,0.13,0.0,1.368839,1.1700,205,True,89.7
clpS,321,0.13,0.1,1.340370,1.1577,155,True,140.8
cyaY,321,0.13,0.49800000000000005,1.189077,1.0904,269,True,145.2
frwB,321,0.13,0.0,0.540775,0.7354,165,True,51.0
hcaC,321,0.13,0.0,0.610850,0.7816,149,True,50.6
yceQ,321,0.13,0.0,0.603727,0.7770,126,True,42.3
psiF,321,0.13,0.0,0.630778,0.7942,162,True,49.9
yqfE,321,0.13,0.0,0.651882,0.8074,173,True,62.1
bolA,318,0.13,0.318,1.309240,1.1442,147,True,97.9
hspQ,318,0.13,0.06,1.153866,1.0742,246,True,126.4
metJ,318,0.13,0.40199999999999997,1.914705,1.3837,152,True,108.0
rsfS,318,0.13,0.0,1.251014,1.1185,159,True,55.6
yafW,318,0.13,0.0,0.551664,0.7427,40,True,11.5
yegR,318,0.13,0.0,0.580346,0.7618,69,True,19.9
yehK,318,0.13,0.0,0.686867,0.8288,105,True,29.6
yfjZ,318,0.13,0.0,0.387683,0.6226,69,True,19.5
sugE,318,0.13,0.032,1.217867,1.1036,232,True,126.8
higB,315,0.13,0.0,0.955139,0.9773,124,True,39.7
fliE,315,0.13,0.0,0.770068,0.8775,178,True,56.9
pspE,315,0.13,0.536,1.254714,1.1201,92,True,50.7
priB,315,0.13,0.004,1.019454,1.0097,159,True,80.1
rhaM,315,0.13,0.0,0.520410,0.7214,136,True,39.2
rplX,315,0.13,0.10200000000000001,1.600191,1.2650,105,True,61.0
yjcH,315,0.13,0.0,1.127977,1.0621,141,True,45.6
yjeN,315,0.13,0.0,0.608689,0.7802,145,True,48.2
ygiN,315,0.13,0.286,1.214929,1.1022,313,True,164.9
yjeO,315,0.13,0.0,0.701911,0.8378,245,True,83.3
ftsB,312,0.13,0.032,2.359116,1.5359,147,True,73.5
peaD,312,0.13,0.0,0.859533,0.9271,158,True,46.2
rplU,312,0.13,0.324,0.722104,0.8498,215,True,127.9
rpsJ,312,0.13,0.22200000000000003,0.875786,0.9358,267,True,132.9
ydfR,312,0.13,0.0,0.571148,0.7557,128,True,38.2
ymdA,312,0.13,0.0,1.071780,1.0353,132,True,54.6
yqfB,312,0.13,0.434,0.946209,0.9727,176,True,77.7
asr,309,0.13,0.0,0.531052,0.7287,86,True,24.7
aaaD,309,0.13,0.0,0.526069,0.7253,310,True,96.3
hfq,309,0.13,0.40599999999999997,0.852581,0.9234,182,True,92.3
yagB,309,0.13,0.0,1.626635,1.2754,130,True,53.1
yaiY,309,0.13,0.0,1.018242,1.0091,249,True,99.4
yciS,309,0.13,0.122,1.246335,1.1164,193,True,102.3
ymfJ,309,0.13,0.0,0.540197,0.7350,104,True,30.0
cbpM,306,0.13,0.254,1.479608,1.2164,93,True,57.6
gfcA,306,0.13,0.0,0.697157,0.8350,186,True,56.7
elaB,306,0.13,0.426,1.403368,1.1846,204,True,95.1
ulaB,306,0.13,0.0,0.627053,0.7919,95,True,26.5
ydfV,306,0.13,0.0,0.497181,0.7051,178,True,50.8
rpsN,306,0.13,0.198,0.898833,0.9481,223,True,127.6
yfdT,306,0.13,0.0,0.413809,0.6433,52,True,14.4
ydhR,306,0.13,0.438,0.839519,0.9163,164,True,71.4
ynfD,306,0.13,0.0,0.706986,0.8408,145,True,53.5
yqjD,306,0.13,0.624,0.819116,0.9051,171,True,60.5
nuoK,303,0.13,0.06999999999999999,1.532867,1.2381,115,True,57.3
rplW,303,0.13,0.174,0.723186,0.8504,180,True,80.5
yhbQ,303,0.13,0.0,1.441551,1.2006,228,True,76.4
ygaV,300,0.13,0.0,0.833529,0.9130,136,True,40.0
ihfA,300,0.13,0.22400000000000003,0.949527,0.9744,229,True,117.6
yiiS,300,0.13,0.244,0.916848,0.9575,135,True,62.0
yoaC,300,0.13,0.0,0.693956,0.8330,176,True,51.2
ysaB,300,0.13,0.0,1.272219,1.1279,94,True,27.5
citD,297,0.13,0.0,0.312286,0.5588,44,True,11.6
yqjK,300,0.13,0.028000000000000004,0.936941,0.9680,214,True,94.8
fis,297,0.13,0.634,2.736655,1.6543,157,True,72.9
mqsR,297,0.13,0.016,1.022869,1.0114,250,True,106.6
yciI,297,0.13,0.48200000000000004,1.482970,1.2178,212,True,89.1
yaaX,297,0.13,0.05600000000000001,2.119093,1.4557,327,True,159.3
ydaS,297,0.13,0.0,0.410421,0.6406,130,True,36.0
borD,294,0.13,0.404,1.726870,1.3141,79,True,42.5
yjdK,297,0.13,0.0,0.886608,0.9416,254,True,72.3
flgM,294,0.13,0.0,1.380484,1.1749,115,True,34.0
eutM,294,0.13,0.0,0.391591,0.6258,165,True,43.3
groS,294,0.13,0.47000000000000003,1.485047,1.2186,161,True,78.7
mlaB,294,0.13,0.11399999999999999,1.188076,1.0900,260,True,128.5
yafN,294,0.13,0.0,2.211916,1.4873,218,True,64.5
ybgE,294,0.13,0.066,3.250321,1.8029,61,True,26.3
ybfE,294,0.13,0.238,4.119007,2.0295,97,True,47.5
ydiT,294,0.13,0.0,0.438348,0.6621,56,True,14.6
ycgL,294,0.13,0.394,1.026175,1.0130,231,True,104.9
yicS,294,0.13,0.0,0.761346,0.8726,233,True,62.8
ilvN,291,0.13,0.314,2.188755,1.4794,142,True,60.4
yhbY,294,0.13,0.49800000000000005,1.183612,1.0879,357,True,201.8
ratB,291,0.13,0.0,2.911270,1.7062,104,True,34.6
lsrG,291,0.13,0.0,0.457924,0.6767,152,True,39.6
ybcO,291,0.13,0.0,0.483737,0.6955,35,True,8.8
tfaS,291,0.13,0.0,1.157811,1.0760,145,True,38.6
ydiZ,291,0.13,0.0,0.800509,0.8947,274,True,66.0
yebG,291,0.13,0.562,1.435971,1.1983,132,True,53.3
yiaG,291,0.13,0.0,1.649035,1.2841,97,True,27.0
yqiC,291,0.13,0.9039999999999999,2.358230,1.5357,100,True,41.5
eutN,288,0.13,0.0,0.549426,0.7412,79,True,20.9
fixX,288,0.13,0.0,1.753105,1.3240,47,True,12.6
yggU,291,0.13,0.064,1.184487,1.0883,258,True,145.0
hpf,288,0.13,0.092,1.309467,1.1443,101,True,48.4
paaB,288,0.13,0.0,0.565222,0.7518,109,True,28.1
relE,288,0.13,0.11399999999999999,2.872140,1.6947,107,True,43.8
tusB,288,0.13,0.0,2.696592,1.6421,94,True,38.3
ybjC,288,0.13,0.01,1.943318,1.3940,153,True,50.4
yebO,288,0.13,0.158,1.343110,1.1589,214,True,100.0
yghW,288,0.13,0.0,1.012570,1.0063,355,True,105.3
gatB,285,0.13,0.11200000000000002,3.606763,1.8991,180,True,85.4
ihfB,285,0.13,0.384,1.729914,1.3153,264,True,105.5
rplY,285,0.13,0.632,1.395311,1.1812,178,True,87.9
ybjH,285,0.13,0.0,2.701277,1.6436,76,True,23.9
yaiE,285,0.13,0.512,1.907522,1.3811,180,True,80.0
yddM,285,0.13,0.0,3.929449,1.9823,156,True,44.6
ygbF,285,0.13,0.0,0.933923,0.9664,223,True,62.8
yfcZ,285,0.13,0.45,4.409832,2.1000,188,True,78.0
yrhB,285,0.13,0.0,0.720467,0.8488,126,True,35.5
ppiC,282,0.13,0.5700000000000001,1.507230,1.2277,135,True,46.5
yehE,282,0.13,0.0,1.593103,1.2622,313,True,92.6
exoD,279,0.13,0.0,0.615440,0.7845,40,True,9.9
yjcB,282,0.13,0.152,2.395821,1.5478,189,True,84.7
sfsB,279,0.13,0.0,3.250240,1.8028,144,True,41.5
sgcB,279,0.13,0.0,0.567599,0.7534,50,True,12.6
rpsS,279,0.13,0.182,1.423118,1.1929,185,True,73.4
yccX,279,0.13,0.0,1.258600,1.1219,256,True,66.7
yafQ,279,0.13,0.0,2.390121,1.5460,196,True,97.6
yddL,279,0.13,0.0,0.471734,0.6868,34,True,8.5
ydfX,279,0.13,0.0,0.661407,0.8133,31,True,8.0
ychH,279,0.13,0.0,5.340288,2.3109,112,True,36.7
yjbT,279,0.13,0.0,1.245815,1.1162,56,True,15.2
yfcL,279,0.13,0.40599999999999997,2.826406,1.6812,99,True,41.4
frmR,276,0.13,0.11200000000000002,1.264550,1.1245,127,True,41.2
insA,276,0.13,0.0,2.100612,1.4493,91,True,30.8
racC,276,0.13,0.0,0.649897,0.8062,51,True,12.2
rpoZ,276,0.13,0.506,2.824490,1.6806,56,True,19.9
yahO,276,0.13,0.0,0.961096,0.9804,229,True,61.9
yjfN,276,0.13,0.0,1.890331,1.3749,208,True,52.5
yggX,276,0.13,0.47400000000000003,1.384285,1.1766,200,True,108.2
yjfY,276,0.13,0.0,0.412235,0.6421,201,True,50.2
ypdI,276,0.13,0.0,1.575909,1.2554,108,True,38.5
ytcA,276,0.13,0.0,0.331527,0.5758,31,True,7.4
hupB,273,0.13,0.49000000000000005,1.813056,1.3465,127,True,45.8
hupA,273,0.13,0.63,0.888405,0.9426,170,True,59.1
hypC,273,0.13,0.0,1.218811,1.1040,97,True,26.0
npr,273,0.13,0.12,1.961005,1.4004,160,True,74.2
yafF,273,0.13,0.0,0.265596,0.5154,32,True,7.7
rcnR,273,0.13,0.0,1.349551,1.1617,226,True,63.5
yhcO,273,0.13,0.0,0.623474,0.7896,162,True,43.0
yeaC,273,0.13,0.352,1.411473,1.1881,189,True,86.0
yjdJ,273,0.13,0.0,0.724253,0.8510,116,True,30.8
yjbD,273,0.13,0.0,2.112936,1.4536,285,True,80.9
ymgA,273,0.13,0.0,1.735561,1.3174,88,True,25.1
ypjI,272,0.13,0.0,0.299376,0.5472,39,True,9.3
ynjH,273,0.13,0.0,2.265148,1.5050,183,True,54.3
fliQ,270,0.13,0.0,2.509507,1.5841,134,True,43.2
tatA,270,0.13,0.27999999999999997,2.630119,1.6218,93,True,41.1
yfdM,270,0.13,0.0,0.320759,0.5664,37,True,8.8
yhhL,270,0.13,0.248,1.914491,1.3837,164,True,73.8
rpsO,270,0.13,0.43,0.897395,0.9473,368,True,199.7
ariR,267,0.13,0.0,1.500060,1.2248,148,True,37.5
yihD,270,0.13,0.6639999999999999,1.697805,1.3030,267,True,104.9
hipB,267,0.13,0.0,0.954855,0.9772,153,True,36.1
cptB,267,0.13,0.0,1.307086,1.1433,181,True,53.5
minE,267,0.13,0.20800000000000002,61.261723,7.8270,61,True,34.0
insM,267,0.13,0.0,0.625880,0.7911,190,True,48.6
pmrD,267,0.13,0.0,2.093556,1.4469,59,True,17.2
ybiI,267,0.13,0.0,0.679137,0.8241,189,True,45.4
ilvM,264,0.13,0.0,1.633545,1.2781,146,True,64.3
ydbJ,267,0.13,0.44000000000000006,1.229569,1.1089,325,True,105.5
napD,264,0.13,0.0,0.739079,0.8597,325,True,78.0
ybeD,264,0.13,0.5559999999999999,1.792046,1.3387,102,True,42.1
yfjM,264,0.13,0.0,1.650850,1.2849,165,True,36.7
rpsT,264,0.13,0.32799999999999996,1.196703,1.0939,344,True,175.7
yhcN,264,0.13,0.622,1.311577,1.1452,94,True,31.7
ynaK,264,0.13,0.0,1.816758,1.3479,81,True,21.0
ykgM,264,0.13,0.0,0.622528,0.7890,159,True,36.8
iraP,261,0.13,0.0,2.124694,1.4576,207,True,58.3
dinJ,261,0.13,0.242,3.694861,1.9222,195,True,79.9
mcbA,261,0.13,0.0,0.687121,0.8289,53,True,12.0
ybiJ,261,0.13,0.0,1.231163,1.1096,220,True,58.9
yfhL,261,0.13,0.258,2.962419,1.7212,140,True,73.7
yjhY,261,0.13,0.0,3.983751,1.9959,89,True,24.4
ygcO,261,0.13,0.0,0.789615,0.8886,221,True,51.5
grxA,258,0.13,0.388,2.054698,1.4334,130,True,50.8
bhsA,258,0.13,0.8779999999999999,1.205964,1.0982,194,True,60.9
ptsH,258,0.13,0.632,5.855378,2.4198,70,True,26.6
rpmA,258,0.13,0.346,3.073681,1.7532,92,True,36.8
ybfK,258,0.13,0.0,0.595687,0.7718,45,True,10.6
yjhX,258,0.13,0.0,4.483011,2.1173,117,True,53.4
yidD,258,0.13,0.012,2.195400,1.4817,252,True,85.4
ynaJ,258,0.13,0.322,2.518188,1.5869,78,True,32.7
yqhH,258,0.13,0.0,0.500448,0.7074,114,True,26.2
bssS,255,0.13,0.022,1.912287,1.3829,152,True,62.5
yrdB,258,0.13,0.128,1.909404,1.3818,276,True,112.1
ibaG,255,0.13,0.0,1.827794,1.3520,97,True,26.9
rpsQ,255,0.13,0.16,2.151727,1.4669,89,True,33.6
rzoQ,255,0.13,0.0,0.675869,0.8221,63,True,13.9
rof,255,0.13,0.20600000000000002,2.451427,1.5657,286,True,129.6
yeiW,255,0.13,0.0,1.785386,1.3362,303,True,81.7
yjbL,255,0.13,0.0,0.393717,0.6275,87,True,18.4
ymgE,255,0.13,0.0,1.216299,1.1029,123,True,28.9
yoaF,255,0.13,0.0,1.131277,1.0636,200,True,55.1
yfaE,255,0.13,0.057999999999999996,1.996732,1.4131,266,True,109.7
chpS,252,0.13,0.0,2.077997,1.4415,66,True,16.2
yoeB,255,0.13,0.08,2.047691,1.4310,179,True,70.6
grxC,252,0.13,0.25,2.699646,1.6431,149,True,66.3
rem,252,0.13,0.0,2.336392,1.5285,95,True,21.8
yecJ,252,0.13,0.688,6.061746,2.4621,133,True,41.1
yciN,252,0.13,0.42800000000000005,1.378470,1.1741,165,True,69.2
yefM,252,0.13,0.0,1.956299,1.3987,140,True,33.1
yibS,252,0.13,0.0,1.966678,1.4024,111,True,30.5
hybG,249,0.13,0.0,2.546793,1.5959,183,True,58.6
insX,249,0.13,0.0,4.836142,2.1991,92,True,58.2
mazE,249,0.13,0.202,3.220878,1.7947,95,True,38.4
ybdJ,249,0.13,0.0,3.263435,1.8065,142,True,35.6
yeaQ,249,0.13,0.368,1.937258,1.3919,124,True,43.0
rpsP,249,0.13,0.45599999999999996,1.469821,1.2124,304,True,113.3
yjhE,249,0.13,0.0,1.281895,1.1322,195,True,55.5
ymgC,249,0.13,0.0,0.478724,0.6919,176,True,40.4
moaD,246,0.13,0.172,4.216279,2.0534,69,True,27.9
nrdH,246,0.13,0.0,1.066305,1.0326,273,True,78.0
dinI,246,0.13,0.22599999999999998,1.106698,1.0520,386,True,155.9
xisE,246,0.13,0.0,1.953095,1.3975,80,True,16.9
tusA,246,0.13,0.0,0.988441,0.9942,341,True,98.9
yffM,246,0.13,0.0,0.518333,0.7200,123,True,26.8
yjhZ,246,0.13,0.0,1.316839,1.1475,149,True,32.9
yahM,246,0.13,0.0,1.013060,1.0065,365,True,98.8
ymjA,246,0.13,0.0,1.129122,1.0626,120,True,29.9
zapB,246,0.13,0.74,0.997227,0.9986,164,True,59.4
cedA,243,0.13,0.0,2.345871,1.5316,280,True,78.9
pspG,243,0.13,0.0,1.206368,1.0983,310,True,70.7
yfaH,243,0.13,0.0,0.660243,0.8126,64,True,13.3
xseB,243,0.13,0.22000000000000003,1.506797,1.2275,222,True,95.7
yfdY,243,0.13,0.0,4.027978,2.0070,236,True,57.1
yjbE,243,0.13,0.0,1.152943,1.0738,117,True,24.8
yhdT,243,0.13,0.16799999999999998,2.020631,1.4215,97,True,33.9
pinH,240,0.13,0.0,0.822199,0.9068,163,True,35.9
relB,240,0.13,0.704,4.779727,2.1863,75,True,22.4
ybfQ,240,0.13,0.0,0.255164,0.5051,47,True,9.8
ydhL,240,0.13,0.0,1.542517,1.2420,162,True,36.1
atpE,240,0.13,0.422,0.963810,0.9817,349,True,122.5
yecH,240,0.13,0.0,1.078592,1.0386,106,True,23.7
yeiS,240,0.13,0.0,3.171710,1.7809,63,True,15.5
ykfF,240,0.13,0.0,0.696415,0.8345,226,True,48.9
yobH,240,0.13,0.0,1.716800,1.3103,256,True,61.8
acpP,237,0.13,0.5900000000000001,0.599110,0.7740,217,True,73.1
lpp,237,0.13,0.454,0.958887,0.9792,101,True,33.9
feoC,237,0.13,0.057999999999999996,1.039693,1.0197,342,True,120.7
ycgZ,237,0.13,0.0,2.002034,1.4149,130,True,28.1
rpmB,237,0.13,0.418,2.370408,1.5396,198,True,76.0
ydhI,237,0.13,0.0,2.013822,1.4191,147,True,34.3
yjjZ,237,0.13,0.0,2.341200,1.5301,50,True,11.5
ykgI,237,0.13,0.0,0.742468,0.8617,141,True,30.0
ypjK,237,0.13,0.0,0.325141,0.5702,65,True,12.8
yebV,237,0.13,0.0,0.901540,0.9495,305,True,78.0
oweE,234,0.13,0.0,0.346838,0.5889,44,True,8.8
pptA,234,0.13,0.0,0.675356,0.8218,154,True,32.7
ydfK,234,0.13,0.0,0.235279,0.4851,44,True,9.0
ydcY,234,0.13,0.52,0.832203,0.9123,219,True,101.4
ynfO,234,0.13,0.0,0.434543,0.6592,40,True,8.1
chaB,231,0.13,0.0,0.634659,0.7967,40,True,8.0
yedF,234,0.13,0.32999999999999996,1.271619,1.1277,214,True,81.2
dicC,231,0.13,0.0,0.440911,0.6640,54,True,10.6
yjdI,231,0.13,0.0,3.145859,1.7737,97,True,20.5
holE,231,0.13,0.47000000000000003,1.890883,1.3751,112,True,42.0
yjhD,231,0.13,0.0,2.253559,1.5012,102,True,44.0
ymcE,231,0.13,0.002,3.497293,1.8701,67,True,52.9
yncJ,231,0.13,0.0,2.201522,1.4838,133,True,30.5
feoA,228,0.13,0.0,2.798151,1.6728,57,True,13.0
yccJ,228,0.13,0.0,0.653278,0.8083,175,True,36.5
rpsR,228,0.13,0.46799999999999997,0.966608,0.9832,269,True,82.7
yeeD,228,0.13,0.0,1.493448,1.2221,90,True,19.9
yceK,228,0.13,0.0,2.005359,1.4161,294,True,85.3
yejL,228,0.13,0.48600000000000004,4.441648,2.1075,198,True,79.6
ygdI,228,0.13,0.0,1.544544,1.2428,249,True,58.1
yodD,228,0.13,0.0,0.612815,0.7828,155,True,31.7
ykgL,228,0.13,0.0,0.824770,0.9082,252,True,62.6
pspB,225,0.13,0.0,0.940319,0.9697,150,True,31.0
ydcH,225,0.13,0.0,2.504831,1.5827,142,True,38.3
cspD,225,0.13,0.15,1.680486,1.2963,275,True,99.3
kilR,222,0.13,0.0,0.343594,0.5862,35,True,6.7
pspD,222,0.13,0.0,1.055735,1.0275,151,True,30.0
yecF,225,0.13,0.6519999999999999,0.835521,0.9141,156,True,51.0
yeeT,222,0.13,0.0,0.362509,0.6021,100,True,19.3
yhdV,222,0.13,0.0,12.062943,3.4732,74,True,16.2
ykfH,222,0.13,0.0,0.252359,0.5024,33,True,6.3
xisD,222,0.13,0.0,1.087856,1.0430,175,True,47.1
ykfL,222,0.13,0.0,0.352504,0.5937,73,True,14.1
arfA,219,0.13,0.0,1.411765,1.1882,151,True,54.9
hha,219,0.13,0.33799999999999997,1.103328,1.0504,191,True,71.8
marB,219,0.13,0.10600000000000001,3.109229,1.7633,73,True,24.2
infA,219,0.13,0.366,2.127287,1.4585,162,True,62.0
ogrK,219,0.13,0.0,0.746094,0.8638,253,True,50.4
osmB,219,0.13,0.0,2.200087,1.4833,229,True,49.1
tdcR,219,0.13,0.0,0.478158,0.6915,118,True,26.1
slyX,219,0.13,0.308,1.909124,1.3817,160,True,60.2
yaaY,219,0.13,0.0,0.547016,0.7396,207,True,40.4
ybdZ,219,0.13,0.0,0.945502,0.9724,100,True,19.7
ydfC,219,0.13,0.0,1.183464,1.0879,98,True,19.4
ygeI,219,0.13,0.0,0.416624,0.6455,42,True,7.8
yheU,219,0.13,0.184,1.272491,1.1280,129,True,55.3
ygdR,219,0.13,0.192,0.940778,0.9699,294,True,88.6
ymgF,219,0.13,0.0,0.761250,0.8725,66,True,13.4
yiiF,219,0.13,0.0,0.833390,0.9129,232,True,47.3
ypeB,219,0.13,0.06999999999999999,1.690258,1.3001,107,True,47.0
yzgL,219,0.13,0.0,3.299044,1.8163,158,True,35.4
bdm,216,0.13,0.0,1.087419,1.0428,76,True,20.6
cnu,216,0.13,0.4,1.949547,1.3963,250,True,79.9
cspB,216,0.13,0.0,1.363850,1.1678,252,True,74.7
essQ,216,0.13,0.0,0.385517,0.6209,80,True,14.9
essD,216,0.13,0.0,1.291223,1.1363,155,True,29.4
ydaQ,216,0.13,0.0,0.291140,0.5396,35,True,6.4
rpsU,216,0.13,0.606,3.771509,1.9420,104,True,36.9
yqgC,216,0.13,0.0,0.567932,0.7536,172,True,33.3
yfgJ,216,0.13,0.254,4.364596,2.0892,208,True,68.2
alpA,213,0.13,0.0,0.561702,0.7495,100,True,18.7
cspF,213,0.13,0.0,3.636426,1.9069,78,True,22.8
cspA,213,0.13,0.42400000000000004,1.565845,1.2513,103,True,39.2
cspH,213,0.13,0.0,3.614188,1.9011,118,True,44.6
cspG,213,0.13,0.0,1.722695,1.3125,193,True,60.1
cspI,213,0.13,0.0,0.448002,0.6693,34,True,6.2
rpmE,213,0.13,0.55,1.781617,1.3348,172,True,58.5
yaiZ,213,0.13,0.0,2.640026,1.6248,249,True,61.4
yegZ,213,0.13,0.0,0.489927,0.6999,159,True,29.8
ybcJ,213,0.13,0.324,4.838147,2.1996,108,True,35.1
yiiE,213,0.13,0.0,0.704432,0.8393,49,True,9.0
yncH,213,0.13,0.0,0.364301,0.6036,40,True,7.5
ccmD,210,0.13,0.0,7.306014,2.7030,78,True,16.9
cspC,210,0.13,0.6519999999999999,0.840577,0.9168,152,True,44.2
cspE,210,0.13,0.41200000000000003,0.976270,0.9881,161,True,58.8
rcbA,210,0.13,0.0,0.325713,0.5707,60,True,10.6
mokC,210,0.13,0.0,0.928346,0.9635,260,True,52.5
yibT,210,0.13,0.32599999999999996,1.792728,1.3389,65,True,19.0
ydhZ,210,0.13,0.372,1.139498,1.0675,236,True,71.3
yjbJ,210,0.13,0.064,0.986414,0.9932,220,True,77.5
ybcW,207,0.13,0.0,2.391693,1.5465,222,True,47.6
ybfA,207,0.13,0.41,1.891289,1.3752,132,True,50.9
ykfJ,207,0.13,0.0,0.730392,0.8546,284,True,58.3
ykgS,205,0.13,0.0,0.254097,0.5041,30,True,5.2
ytfK,207,0.13,0.152,3.354583,1.8316,89,True,27.4
aaeX,204,0.13,0.0,2.399464,1.5490,59,True,11.8
ydfZ,204,0.13,0.0,1.313323,1.1460,247,True,49.6
tatE,204,0.13,0.374,4.294328,2.0723,197,True,74.6
yjbS,204,0.13,0.0,0.261487,0.5114,63,True,11.1
yifL,204,0.13,0.45999999999999996,1.868168,1.3668,102,True,33.2
yneL,203,0.13,0.0,0.487698,0.6984,182,True,32.5
croE,201,0.13,0.0,0.354653,0.5955,39,True,6.7
yjiX,204,0.13,0.10200000000000001,1.024938,1.0124,166,True,64.7
glgS,201,0.13,0.0,1.244703,1.1157,145,True,31.5
thiS,201,0.13,0.0,0.602334,0.7761,74,True,13.3
iscX,201,0.13,0.19,2.073151,1.4398,154,True,48.4
yaeP,201,0.13,0.146,2.158942,1.4693,250,True,81.3
torI,201,0.13,0.0,0.708678,0.8418,378,True,126.5
yheV,201,0.13,0.0,0.941784,0.9705,266,True,86.7
ypjJ,201,0.13,0.0,0.381324,0.6175,31,True,5.5
yibU,199,0.13,0.0,0.465851,0.6825,149,True,26.6
ypfN,201,0.13,0.198,0.940391,0.9697,500,False,161.9
rpmI,198,0.13,0.34199999999999997,2.879878,1.6970,179,True,68.1
safA,198,0.13,0.0,0.386796,0.6219,139,True,24.3
ybdD,198,0.13,0.0,2.674544,1.6354,204,True,50.1
yacG,198,0.13,0.39,1.426682,1.1944,258,True,91.5
yjeT,198,0.13,0.0,2.386975,1.5450,94,True,22.0
bfd,195,0.13,0.0,3.768636,1.9413,97,True,22.0
ylcI,195,0.13,0.0,0.298986,0.5468,42,True,7.2
ralR,195,0.13,0.0,0.491349,0.7010,176,True,30.2
rpmC,192,0.13,0.202,5.855013,2.4197,106,True,29.2
bcsF,192,0.13,0.0,1.495721,1.2230,213,True,44.7
ydfD,192,0.13,0.0,0.441405,0.6644,171,True,29.5
yaiA,192,0.13,0.0,1.254238,1.1199,211,True,42.4
ydiE,192,0.13,0.0,0.712094,0.8439,253,True,57.1
yebW,192,0.13,0.0,2.049855,1.4317,234,True,58.7
ykfK,192,0.13,0.0,0.269366,0.5190,59,True,9.7
ysaD,192,0.13,0.0,0.472136,0.6871,152,True,25.2
yfgG,192,0.13,0.0,2.596812,1.6115,182,True,37.9
